"Saccharomyces cerevisiae","Rhodosporidium toruloides","CS","EL","Trees","phylome","ensembl","orthomcl","treefam","eggnog","hogenom"
"A0A0C6ABU2","M7WTE0","1.000","1","1","","","","","",""
"A0A0D4UMZ6","M7X2L7","1.000","2","3","1.00/2","","","","",""
"N1NYK9","M7WW17","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2W9","M7WW46","0.857","2","7","0.83/6","","","","",""
"A0A0D3UM07","M7X6E4","1.000","2","3","1.00/2","","","","",""
"A0A0D3T546","M7WLN2","1.000","2","5","1.00/4","","","","",""
"A0A0D3Y0F2","M7X6E8","1.000","2","5","1.00/4","","","","",""
"A0A0D4AHK0","M7WE57","1.000","2","3","1.00/2","","","","",""
"A0A0D4RVB9","M7XFZ9","1.000","1","2","1.00/2","","","","",""
"A0A0D4RN93","M7X6H1","1.000","2","3","1.00/2","","","","",""
"A0A0D4MK02","M7WIC9","1.000","2","3","1.00/2","","","","",""
"A0A0D4GTS3","M7XEC1","1.000","1","1","","","","","",""
"A0A0D3S1P1","M7XCT9","1.000","2","3","1.00/2","","","","",""
"A0A0D4KNC2","M7X8G9","0.667","1","12","0.67/12","","","","",""
"A0A0D4Q1E9","M7XG83","0.600","2","5","0.50/4","","","","",""
"N1P3P0","M7WKV1","0.800","1","5","1.00/4","","","","",""
"P14680","M7XKC0","1.000","2","7","1.00/6","","","","",""
"A0A0D4A4E4","M7WQN8","0.667","1","3","1.00/2","","","","",""
"A0A0C6CDR7","M7WPC7","1.000","2","3","1.00/2","","","","",""
"A0A0D4N0R5","M7XBY2","1.000","1","2","1.00/2","","","","",""
"A0A0D3UDF7","M7WYF6","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZX3","M7XN51","1.000","2","13","1.00/12","","","","",""
"P42883","M7WNW9","1.000","2","3","1.00/2","","","","",""
"A0A0C6ABP7","M7X8P2","1.000","2","3","1.00/2","","","","",""
"A0A0D4FDW4","M7X2Q1","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZL6","M7WKN4","1.000","1","1","","","","","",""
"A0A0C5NJW6","M7XJC5","0.500","1","2","0.50/2","","","","",""
"A0A0D4FIH0","M7XLA9","1.000","2","3","1.00/2","","","","",""
"A0A0C6CW06","M7WMV9","0.500","1","4","0.50/4","","","","",""
"A0A0D4Y203","M7XQ80","1.000","2","3","1.00/2","","","","",""
"A0A0D4EZL0","M7WJE2","0.667","1","3","1.00/2","","","","",""
"A0A0D4GUU8","M7WLB0","1.000","2","3","1.00/2","","","","",""
"A0A0D4GTI3","M7XE78","0.714","2","7","0.67/6","","","","",""
"A0A0D3TG37","M7WM58","1.000","2","3","1.00/2","","","","",""
"E7Q2L6","M7XN10","1.000","1","1","","","","","",""
"A0A0D4ESA7","A0A061BNJ5","0.500","1","4","1.00/2","0.00/2","","","",""
"A0A0D4GT44","M7XFU2","1.000","1","2","1.00/2","","","","",""
"A0A0D3XXC5","M7WQ31","1.000","2","5","1.00/4","","","","",""
"A0A0D4NRN1","M7WNM2","1.000","2","3","1.00/2","","","","",""
"A0A0C5QRL7","M7WNG8","0.500","1","2","0.50/2","","","","",""
"P0C2H7","A0A061AVP0","1.000","2","3","1.00/2","","","","",""
"P00431","M7XK01","1.000","1","2","1.00/2","","","","",""
"A0A0D4TUF6","M7WDA2","1.000","2","3","1.00/2","","","","",""
"M!03908077","M7WS97","1.000","2","3","1.00/2","","","","",""
"A0A0C6CDL5","M7X741","0.667","1","3","1.00/2","","","","",""
"N1P118","M7WLC2","0.667","1","3","1.00/2","","","","",""
"A0A0C5F8U5","M7WU30","1.000","2","13","1.00/12","","","","",""
"M!03909115","M7WZG4","0.600","2","5","0.50/4","","","","",""
"A0A0D4GT79","M7XC38","0.600","2","5","0.50/4","","","","",""
"A0A0D4AUQ9","M7WLW8","1.000","1","2","1.00/2","","","","",""
"A0A0D4UMW6","M7XMF9","0.833","1","30","0.83/30","","","","",""
"A0A0C6CQS9","M7WDR6","0.935","2","31","0.93/30","","","","",""
"A0A0D4NDM2","M7X5D5","0.750","2","4","0.50/2","1.00/2","","","",""
"A0A0C5R5Z1","M7X0R3","1.000","2","9","1.00/8","","","","",""
"A0A0C6ABZ9","M7XT78","1.000","2","3","1.00/2","","","","",""
"A0A0D4F1R5","M7XCW0","1.000","2","5","1.00/4","","","","",""
"A0A0D4KGH8","M7WJN0","0.556","2","9","0.50/8","","","","",""
"A0A0C5XQ54","M7WXX1","0.667","1","3","1.00/2","","","","",""
"A0A0D3UY91","M7X0U7","1.000","1","1","","","","","",""
"A0A0D3TR20","M7X4V7","1.000","2","3","1.00/2","","","","",""
"N1NVI2","M7WXV0","0.714","2","7","0.67/6","","","","",""
"A0A0D4ATW9","M7WMV3","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUE2","M7XGA4","1.000","2","3","1.00/2","","","","",""
"A0A0D4NV08","M7WXT4","1.000","2","3","1.00/2","","","","",""
"A0A0D4AU14","M7WW37","1.000","2","3","1.00/2","","","","",""
"P38990","M7XPK0","1.000","1","1","","","","","",""
"A0A0D4TSW3","M7XAH3","1.000","1","1","","","","","",""
"P19263","M7WUU1","1.000","1","1","","","","","",""
"M!03906999","M7X9L2","0.667","2","3","0.50/2","","","","",""
"A0A0D4I2Q1","M7X586","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUN3","M7WR95","0.667","1","3","1.00/2","","","","",""
"A0A0D4Y1Y7","M7WR56","1.000","2","3","1.00/2","","","","",""
"A0A0D3XKP9","M7WZ39","1.000","1","2","1.00/2","","","","",""
"N1NZD9","M7WMT7","0.500","1","2","0.50/2","","","","",""
"A0A0D3UB97","M7XWF8","1.000","1","1","","","","","",""
"A0A0D4NX00","M7WY48","0.600","2","5","0.50/4","","","","",""
"B3LPB2","M7XP76","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q7A3","M7WXG6","1.000","2","13","1.00/12","","","","",""
"A0A0D4Y229","M7WXA9","1.000","2","3","1.00/2","","","","",""
"A0A0D3UBA2","M7X3W4","1.000","1","10","1.00/10","","","","",""
"A0A0D4FVX4","M7WMH0","1.000","2","17","1.00/16","","","","",""
"A0A0D4XNE4","M7X765","1.000","2","15","1.00/14","","","","",""
"A0A0D4Y3K6","M7WKI6","1.000","2","3","1.00/2","","","","",""
"M!03909127","M!04336394","1.000","1","2","1.00/2","","","","",""
"A0A0D3TS65","M7WKV3","1.000","1","2","1.00/2","","","","",""
"A0A0D4F048","M7XTR5","1.000","1","1","","","","","",""
"E7Q6F2","M7X3G0","1.000","2","5","1.00/4","","","","",""
"A0A0D4NXQ4","M7WW85","0.909","1","11","1.00/10","","","","",""
"A0A0D4Y2A8","M7WXR0","0.667","1","3","1.00/2","","","","",""
"M!03904627","M7XFJ6","1.000","1","2","1.00/2","","","","",""
"N1NXM1","M7XPQ5","1.000","2","3","1.00/2","","","","",""
"A0A0D3UKN8","M7XVG3","1.000","2","3","1.00/2","","","","",""
"N1NXE1","M7WTN8","1.000","2","3","1.00/2","","","","",""
"M!03908568","M7WRY9","1.000","2","19","1.00/18","","","","",""
"A0A0C6CWK2","M7WKY0","1.000","2","3","1.00/2","","","","",""
"A0A0D4AU86","M7WTS0","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMK1","M7X7C8","1.000","1","1","","","","","",""
"A0A0D4JYR7","M7XMI5","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q375","M7X6Q4","1.000","1","2","1.00/2","","","","",""
"A0A0C5LQI3","M7WLS9","0.714","2","7","0.67/6","","","","",""
"N1PAI5","M7WP48","1.000","1","1","","","","","",""
"A0A0D4I2F3","M7WLN2","1.000","2","5","1.00/4","","","","",""
"N1P0T3","M7XX39","1.000","1","2","1.00/2","","","","",""
"N1PAN3","M7XTS7","1.000","2","3","1.00/2","","","","",""
"M!03908718","M7X9L7","1.000","2","3","1.00/2","","","","",""
"N1NWY0","M7X842","1.000","1","2","","1.00/2","","","",""
"M!03909690","M7WZP3","1.000","2","7","1.00/6","","","","",""
"A0A0C5QPD1","M7WZJ0","1.000","2","3","1.00/2","","","","",""
"E7Q753","M7X090","0.714","2","7","0.67/6","","","","",""
"A0A0D4MAZ6","M7Y032","1.000","1","2","1.00/2","","","","",""
"A0A0D4GDB5","M7XIW1","1.000","1","2","1.00/2","","","","",""
"A0A0D3Y069","M7WWI1","1.000","1","1","","","","","",""
"A0A0D4Q2N6","M7XUX8","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q1X7","M7WPT6","1.000","2","13","1.00/12","","","","",""
"A0A0C5FPE8","M7X3F5","1.000","2","3","1.00/2","","","","",""
"N1P0C2","M7WQ90","0.667","2","3","0.50/2","","","","",""
"A0A0D4UMU4","M7WIX3","1.000","2","3","1.00/2","","","","",""
"A0A0D4T4Q3","M7XF71","1.000","1","1","","","","","",""
"N1P4J8","M7XW84","0.667","1","3","1.00/2","","","","",""
"A0A0D3SLU2","M7WN66","0.800","1","5","1.00/4","","","","",""
"A0A024XNM9","M7WNI6","1.000","1","1","","","","","",""
"A0A0D3Y022","M7WF84","1.000","2","3","1.00/2","","","","",""
"A0A0C6D821","A0A061AH36","1.000","2","3","1.00/2","","","","",""
"A0A0D4IRL1","M7WKG6","1.000","1","1","","","","","",""
"N1P9F2","M7WNT9","1.000","1","1","","","","","",""
"E7Q1K3","M7X2D3","1.000","1","1","","","","","",""
"A0A024Y0B9","M7X3J1","0.857","1","7","1.00/6","","","","",""
"A0A0D4FWA2","M7WMI8","1.000","2","3","1.00/2","","","","",""
"A0A0D4KJG8","M7WDC1","0.667","1","3","1.00/2","","","","",""
"N1P967","M7XAL7","1.000","1","1","","","","","",""
"N1PAZ4","M7WNN3","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y222","M7X4P5","1.000","2","3","1.00/2","","","","",""
"A0A0D4YJF7","M7X1K2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y255","M7XE29","1.000","1","2","1.00/2","","","","",""
"A0A0C5YVK0","M7WZE5","0.667","1","3","1.00/2","","","","",""
"N1P3R5","M7XNY4","1.000","1","4","1.00/4","","","","",""
"A0A0D4Q382","M7WFX0","1.000","2","21","1.00/20","","","","",""
"A0A0D4Y2F6","M7WSR0","1.000","1","1","","","","","",""
"A0A0D3ZZH5","M7XGU6","1.000","1","1","","","","","",""
"E7Q9F8","M7WMW9","1.000","2","3","1.00/2","","","","",""
"A0A0C6CC67","M7WHS1","1.000","2","3","1.00/2","","","","",""
"N1P7G0","M7X4Q3","1.000","1","1","","","","","",""
"A0A0D3ZSH8","M7XSZ9","1.000","2","3","1.00/2","","","","",""
"A0A0D4YEB7","M7XF62","1.000","2","3","1.00/2","","","","",""
"A0A0D4JBM3","M7X357","1.000","2","3","1.00/2","","","","",""
"A0A0D4TUZ8","M7WS61","1.000","1","2","1.00/2","","","","",""
"A0A0C5YG72","M7X9B7","1.000","2","13","1.00/12","","","","",""
"A0A0D4Y2B9","M7XMJ0","1.000","2","3","1.00/2","","","","",""
"C8ZAD4","M7XMJ4","1.000","2","3","1.00/2","","","","",""
"A0A0C5YW36","A0A061AUV7","1.000","2","3","1.00/2","","","","",""
"A0A0D4RJG2","M7WUM3","0.778","2","9","0.75/8","","","","",""
"M!03908096","M7XLC3","1.000","2","3","1.00/2","","","","",""
"N1NZL8","M7WMI2","1.000","1","10","1.00/10","","","","",""
"A0A0D3X6D3","M7WU64","1.000","1","10","1.00/10","","","","",""
"A0A0D4NED0","M7WL40","1.000","1","8","1.00/8","","","","",""
"A0A0C5QTQ2","M7WU29","1.000","1","1","","","","","",""
"P37020","M7WLX7","1.000","2","5","1.00/4","","","","",""
"A0A0D4I1J2","M7WEK3","1.000","2","5","1.00/4","","","","",""
"A0A0C6D8B0","M7XN87","1.000","1","2","1.00/2","","","","",""
"G2WH39","M7WNT8","1.000","1","1","","","","","",""
"A0A0D4V1C0","M7XSV6","1.000","1","1","","","","","",""
"A0A0D4NCJ6","M7XDB2","1.000","2","3","1.00/2","","","","",""
"A0A0D4I3N9","M7WNC8","1.000","2","3","1.00/2","","","","",""
"E7Q1R0","M7WZ72","1.000","1","4","1.00/4","","","","",""
"A0A0D4AV50","M7WFC0","1.000","1","1","","","","","",""
"A0A0D4KPJ6","M7X9Q1","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUW0","M7WJG7","1.000","1","1","","","","","",""
"M!03907085","M7WRB0","1.000","1","1","","","","","",""
"A0A0D4Q2M7","M7WV92","1.000","2","3","1.00/2","","","","",""
"A0A0C5N5N0","M7WR16","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q2B3","M7WME7","1.000","1","2","1.00/2","","","","",""
"A0A0C6D7A5","M7X8U8","1.000","2","3","1.00/2","","","","",""
"A0A0C6CX33","M7WSU1","1.000","2","5","1.00/4","","","","",""
"A0A0D4VZM9","M7XKA2","0.647","2","17","0.62/16","","","","",""
"A0A0D4Q3I8","M7XHD3","1.000","2","3","1.00/2","","","","",""
"N1P2W0","M7XK08","1.000","1","1","","","","","",""
"A0A0D4KPW7","M7XJX6","1.000","2","3","1.00/2","","","","",""
"A0A0C5P8A1","M7X2S8","1.000","2","3","1.00/2","","","","",""
"P42945","M7WRE8","0.667","1","3","1.00/2","","","","",""
"N1NZ66","M7WII3","0.667","1","3","1.00/2","","","","",""
"N1P4A7","M7XUB5","1.000","2","3","1.00/2","","","","",""
"A0A0D4KPK0","A0A061B552","1.000","2","5","1.00/4","","","","",""
"E7Q7X7","M7WYU5","1.000","2","3","1.00/2","","","","",""
"N1P9X7","M7X4L0","1.000","1","1","","","","","",""
"A0A0C5YWA4","M7WYV4","1.000","2","3","1.00/2","","","","",""
"N1P495","M7WZY6","1.000","2","7","1.00/6","","","","",""
"A0A0D4GTQ6","M7XIP9","1.000","1","1","","","","","",""
"A0A0D3UKA4","A0A061AS74","1.000","2","3","1.00/2","","","","",""
"A0A0D4FKM1","M7X8T9","1.000","2","3","1.00/2","","","","",""
"A0A0C5ZGF5","M7WHL0","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y260","M7WQF1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q322","M7X2H2","1.000","2","5","1.00/4","","","","",""
"A0A0D4Q6R5","M7WYQ4","1.000","2","3","1.00/2","","","","",""
"P53858","M7WQ35","1.000","1","1","","","","","",""
"A0A0C6CD30","M7XNA0","0.857","1","7","1.00/6","","","","",""
"A0A0D4UQ83","A0A061AX20","0.667","1","3","1.00/2","","","","",""
"N1NWB9","M7XFB7","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q5S0","M7WUP7","1.000","1","1","","","","","",""
"A0A0D4K7Z6","M7XPR1","0.667","1","3","1.00/2","","","","",""
"A0A0D4JL38","M7WJV0","1.000","1","1","","","","","",""
"A0A0C5Z1V2","M7XJK5","1.000","2","3","1.00/2","","","","",""
"A0A0C6CR69","M7X1V2","1.000","1","1","","","","","",""
"A0A0D4GRF7","M7WMT8","1.000","2","3","1.00/2","","","","",""
"B3LUB3","M7WPH1","0.500","1","2","0.50/2","","","","",""
"A0A0D4ZMZ2","M7WSY3","1.000","1","1","","","","","",""
"A0A0D4Z7Y8","M7WV86","1.000","1","1","","","","","",""
"A0A0D3WN07","M7WR18","1.000","2","3","1.00/2","","","","",""
"N1P1A6","M7X236","1.000","1","6","1.00/6","","","","",""
"A0A0D4Q773","M7WX90","0.667","1","3","1.00/2","","","","",""
"A0A0D3W0D0","M7XQ21","1.000","1","1","","","","","",""
"A0A0D4KNK6","M7X688","0.636","2","11","0.60/10","","","","",""
"A0A0C5QMY4","M7XG92","0.500","1","2","0.50/2","","","","",""
"A0A0C6C7Y3","M7WPV1","1.000","1","1","","","","","",""
"A0A0D3UK39","M7WLL9","1.000","2","3","1.00/2","","","","",""
"N1NVU5","M7XJC5","0.952","1","21","1.00/20","","","","",""
"A0A0D4AUW7","M7XGG1","1.000","1","1","","","","","",""
"A0A0D3XXU0","M7X438","0.667","1","3","1.00/2","","","","",""
"A0A0C6AKJ5","M7X136","1.000","2","3","1.00/2","","","","",""
"A0A0C6CDY7","M7XAC9","1.000","1","2","1.00/2","","","","",""
"A0A0D4H8Q3","M7WTT4","0.667","1","3","1.00/2","","","","",""
"E9P9H2","M7WKL7","1.000","2","17","1.00/16","","","","",""
"A0A0C5YV38","M7X6P2","0.750","1","4","0.75/4","","","","",""
"A0A0D4PG44","M7Y0S6","1.000","1","1","","","","","",""
"A0A0C5QR99","M7WPL9","1.000","2","3","1.00/2","","","","",""
"A0A0C5M2L8","M7XVS5","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUA3","M7X4X3","0.667","1","3","1.00/2","","","","",""
"A0A0C5Z655","M7WPA7","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMP4","M7WZ44","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q2Z7","M7XVZ7","1.000","2","3","1.00/2","","","","",""
"A0A0D4T5C8","M7WXE3","1.000","2","9","1.00/8","","","","",""
"N1P437","M7XHT1","0.500","1","4","0.50/4","","","","",""
"A0A0D3S1W5","M7WUK7","1.000","2","7","1.00/6","","","","",""
"A0A0D4Y1T3","M7WTL9","1.000","2","3","1.00/2","","","","",""
"A0A0C5R1U0","M7X5D2","0.667","1","3","1.00/2","","","","",""
"A0A0C6CWQ7","M7WF55","0.667","1","3","1.00/2","","","","",""
"A0A0D4AUS3","M7WCQ9","1.000","2","3","1.00/2","","","","",""
"A0A0D4RVN8","M7WW85","0.857","1","7","1.00/6","","","","",""
"A0A0D4YF14","M7XIS4","0.800","1","5","1.00/4","","","","",""
"A0A0C5Z5T5","M7WW12","1.000","1","1","","","","","",""
"A0A0C5ZZL3","M7X0W0","0.667","1","3","1.00/2","","","","",""
"P23201","M7XK71","1.000","1","1","","","","","",""
"A0A0C5P7D0","M7XY56","1.000","2","5","1.00/4","","","","",""
"A0A0D4H7S9","M7WR15","1.000","2","3","1.00/2","","","","",""
"A0A0C5LT80","M7WS43","0.500","1","4","0.50/4","","","","",""
"A0A0D4IU46","M7XHR6","0.667","1","3","1.00/2","","","","",""
"M!03908222","M7X1M2","0.714","2","7","0.67/6","","","","",""
"Q03193","M7WZM4","1.000","1","1","","","","","",""
"A0A0D4WBH8","M7WW24","1.000","2","3","1.00/2","","","","",""
"A0A0D4AU03","M7X0X4","1.000","2","3","1.00/2","","","","",""
"A0A0D4UPX7","M7WUN9","0.600","2","5","0.50/4","","","","",""
"A0A0D4S3Z3","M7WNB0","0.857","1","7","1.00/6","","","","",""
"A0A0D3SJH5","M7XQE5","1.000","1","1","","","","","",""
"A0A0D4FP17","M7WRL5","1.000","1","1","","","","","",""
"N1PAP6","M7X8E9","1.000","2","3","1.00/2","","","","",""
"A0A0D4UN05","M7X5F6","1.000","2","7","1.00/6","","","","",""
"A0A0C6DEW9","M7XFZ5","1.000","2","3","1.00/2","","","","",""
"P34164","M7WDN7","1.000","1","1","","","","","",""
"P33310","M7X378","1.000","2","7","1.00/6","","","","",""
"A0A0C5M4S6","M7X786","1.000","2","3","1.00/2","","","","",""
"A0A0C5QP33","M7XPV1","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2G9","M7X2Y8","1.000","2","3","1.00/2","","","","",""
"A0A0D4TV08","M7XK91","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q2K3","M7WDT9","1.000","1","4","1.00/4","","","","",""
"A0A0C5LH06","M7X0P7","0.500","1","4","0.50/4","","","","",""
"P23255","M7X5L9","1.000","2","3","1.00/2","","","","",""
"N1P1X0","M7WY50","1.000","1","1","","","","","",""
"N1NZG5","M7WXG2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q5R2","A0A061B6S7","0.667","1","3","1.00/2","","","","",""
"A0A0D4Q2C6","M!04337011","1.000","1","1","","","","","",""
"N1P849","M7XEP6","1.000","1","1","","","","","",""
"A0A0D3XXX6","M7WDI9","1.000","1","1","","","","","",""
"A0A0C6DHA5","M7WXG2","1.000","2","3","1.00/2","","","","",""
"A0A0C5YIB9","M7WNY8","1.000","2","7","1.00/6","","","","",""
"P24814","M!04332108","1.000","1","2","1.00/2","","","","",""
"A0A0D4N3K4","M7XRK9","1.000","1","1","","","","","",""
"A0A0D4I2L0","M7WTC2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Y2F1","M7WLZ9","1.000","2","3","1.00/2","","","","",""
"A0A0D4AVB1","M7WXG3","1.000","2","3","1.00/2","","","","",""
"A0A0D3Y0X3","M7XTV9","0.846","2","13","0.83/12","","","","",""
"A0A0D3XXB0","M7XXJ7","1.000","2","3","1.00/2","","","","",""
"N1P0X4","M7XU68","1.000","1","2","1.00/2","","","","",""
"A0A0D4NQY2","M7WL93","0.667","1","3","1.00/2","","","","",""
"A0A0D4Y2K2","M7WLA6","1.000","2","3","1.00/2","","","","",""
"A0A0D4UNT1","M7WF64","1.000","1","2","1.00/2","","","","",""
"A0A0C5XY11","M7WNF2","1.000","1","1","","","","","",""
"A0A0D4Q2L9","M7XGB0","0.913","2","23","0.91/22","","","","",""
"A0A0D4S981","M7X655","1.000","1","1","","","","","",""
"A0A0D4GUP0","M7XUK1","1.000","2","11","1.00/10","","","","",""
"A0A0D3Y067","M7XXK0","1.000","2","3","1.00/2","","","","",""
"A0A0D4UMF2","M7XFU2","1.000","2","3","1.00/2","","","","",""
"A0A0C6CHJ3","M7WU69","1.000","2","3","1.00/2","","","","",""
"A0A0D3ZQS3","M7X0J9","0.714","2","7","0.67/6","","","","",""
"P32790","M7XB15","1.000","2","3","1.00/2","","","","",""
"A0A0C6A277","M7WTC4","1.000","1","1","","","","","",""
"A0A0D4UQC4","M7X444","0.667","1","3","1.00/2","","","","",""
"N1P4H8","M7WUL3","1.000","1","2","1.00/2","","","","",""
"A0A0C5FL35","M7X2B5","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q309","M7WT77","1.000","2","3","1.00/2","","","","",""
"A0A0D3XZI6","M7X0F2","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q236","M7XU83","0.500","1","4","0.50/4","","","","",""
"A0A0D3UKB4","M7XTT3","1.000","2","3","1.00/2","","","","",""
"M!03906896","M7WYQ7","1.000","1","1","","","","","",""
"A0A0D4AUK3","M7WFC5","1.000","1","1","","","","","",""
"A0A0D3XYD5","M7X343","1.000","2","3","1.00/2","","","","",""
"A0A0C5LTA2","M7XN51","1.000","2","13","1.00/12","","","","",""
"A0A0C6CPA5","M7X4Q9","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q1V3","M7WSD8","0.667","1","3","1.00/2","","","","",""
"A0A0C6CDK1","M7XSB0","0.667","1","3","1.00/2","","","","",""
"A0A0C6CQ78","M7WLQ9","1.000","2","3","1.00/2","","","","",""
"A0A0D4GUD2","M7WXI0","0.778","2","9","0.75/8","","","","",""
"A0A0D3UM90","M7WYY1","1.000","2","3","1.00/2","","","","",""
"A0A0C5YTZ9","M7WVY3","0.857","1","7","1.00/6","","","","",""
"A0A0D4FEB3","M7X6J9","1.000","2","3","1.00/2","","","","",""
"A0A0D4AUK1","M7WXL6","1.000","2","3","1.00/2","","","","",""
"A0A0D4GU57","M7X6L0","1.000","1","1","","","","","",""
"A0A0D3UM00","M7WSS6","1.000","1","1","","","","","",""
"P54862","M7WW85","0.909","1","11","1.00/10","","","","",""
"A0A0D3Y019","M7WQY8","1.000","2","5","1.00/4","","","","",""
"A0A0D4UQ19","M7WQY2","1.000","2","11","1.00/10","","","","",""
"N1P5K1","M7X251","1.000","1","22","1.00/22","","","","",""
"A0A0D4GTB1","M!04330537","1.000","1","2","1.00/2","","","","",""
"A0A0D4GSA4","M7WXG6","1.000","2","11","1.00/10","","","","",""
"Q12325","M7X6A7","1.000","2","3","1.00/2","","","","",""
"A0A0D4TL72","M7XP16","1.000","2","3","1.00/2","","","","",""
"A0A0D3U0P2","M7XLQ9","1.000","2","3","1.00/2","","","","",""
"A0A0D4GT72","M7WGQ1","1.000","2","3","1.00/2","","","","",""
"A0A0C5ZXS3","M7WNW9","1.000","2","3","1.00/2","","","","",""
"A0A0D4UN02","M7X8Q2","1.000","1","6","1.00/6","","","","",""
"A0A0D4Y3F4","M7XGX8","1.000","2","3","1.00/2","","","","",""
"A0A0D4LWB7","M7WET9","1.000","1","1","","","","","",""
"Q02630","M7WWH7","1.000","1","1","","","","","",""
"A0A0C5NZ49","M7WMW4","1.000","2","3","1.00/2","","","","",""
"E7QA99","M7X3K4","1.000","1","1","","","","","",""
"A0A0D4I1Z3","M7WYP1","1.000","1","1","","","","","",""
"A0A0C5LT22","M7WMT7","1.000","2","19","1.00/18","","","","",""
"A0A0D4KND0","M7X4T0","0.600","2","5","0.50/4","","","","",""
"A0A0D4N1J7","M7XMZ0","1.000","1","2","1.00/2","","","","",""
"P25594","M7WQP7","0.778","2","9","0.75/8","","","","",""
"A0A0D3XZZ3","M7WYL9","1.000","2","5","1.00/4","","","","",""
"A0A0D3XZW3","M7X9L2","0.500","1","2","0.50/2","","","","",""
"A0A0C6D1N2","M7XES4","1.000","2","3","1.00/2","","","","",""
"A0A0D3XXS0","M7WF78","1.000","2","5","1.00/4","","","","",""
"A0A0D4GVN0","M7WT15","1.000","2","3","1.00/2","","","","",""
"A0A0D3UVV6","M7XP89","0.667","1","12","0.67/12","","","","",""
"A0A0D4Y1P1","M7XRU1","1.000","2","5","1.00/4","","","","",""
"A0A0D4I198","M7WMJ0","0.818","2","11","0.80/10","","","","",""
"A0A0C5ZR49","M7WFW2","1.000","2","3","1.00/2","","","","",""
"A0A0D4YVA8","M7WXB6","1.000","2","3","1.00/2","","","","",""
"N1PA98","M7X0K2","0.571","2","7","0.50/6","","","","",""
"A0A0D4UQ24","M7XM41","1.000","1","1","","","","","",""
"A0A0D4AU77","M7XPT0","1.000","2","5","1.00/4","","","","",""
"A0A0D4Y3K0","M7WU24","0.500","1","4","0.50/4","","","","",""
"A0A0C5QE50","M7WS10","1.000","2","3","1.00/2","","","","",""
"A0A0D4ZY28","M7XAV4","1.000","2","3","1.00/2","","","","",""
"A0A0D4I1B7","M7XYZ8","1.000","2","3","1.00/2","","","","",""
"A0A0D4USL3","M7XI04","0.667","1","3","1.00/2","","","","",""
"A0A0C5M527","M7WST3","1.000","1","1","","","","","",""
"A0A0D4SR70","M7WPA8","1.000","2","3","1.00/2","","","","",""
"A0A0D4N0C7","M7WX53","1.000","2","7","1.00/6","","","","",""
"A0A0C5ZQX5","G1FK51","1.000","1","2","1.00/2","","","","",""
"A0A0C5Y4S3","A0A061BF01","1.000","2","3","1.00/2","","","","",""
"A0A0D4Q642","M7X6K7","1.000","2","3","1.00/2","","","","",""
"A0A0D4GY87","M7X234","1.000","1","1","","","","","",""
"A0A0D4Q2C5","M7XBA9","1.000","1","1","","","","","",""
"A0A0D4Y2N7","M7XGW7","1.000","2","5","1.00/4","","","","",""
"A0A0D4UN77","M7X2S0","1.000","2","3","1.00/2","","","","",""
"A0A0D4JD55","M7WUV6","1.000","2","5","1.00/4","","","","",""
"A0A0D4AUN7","M7X0L1","1.000","2","3","1.00/2","","","","",""
